"","postal_code","school_name","url_address","address","telephone_no","email_address","mrt_desc","bus_desc","dgp_code","zone_code","type_code","nature_code","session_code","mainlevel_code","sap_ind","autonomous_ind","gifted_ind","ip_ind","mothertongue1_code","mothertongue2_code","mothertongue3_code","results.SEARCHVAL","results.BLK_NO","results.ROAD_NAME","results.BUILDING","results.ADDRESS","results.X","results.Y","results.LATITUDE","results.LONGITUDE"
"172",545166,"SENG KANG PRIMARY SCHOOL","http://www.sengkangpri.moe.edu.sg/","21   COMPASSVALE WALK","63840809","SKPS@MOE.EDU.SG","Sengkang MRT","27, 80, 82, 83, 86, 87, 88, 89, 119, 156, 163, 371, 372 & 965","SENG KANG","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","QSF - THE ENABLERS STUDENT CARE @ SENGKANG PRIMARY","21","COMPASSVALE WALK","QSF - THE ENABLERS STUDENT CARE @ SENGKANG PRIMARY","21 COMPASSVALE WALK QSF - THE ENABLERS STUDENT CARE @ SENGKANG PRIMARY SINGAPORE 545166","35368.2352863764","41241.8749130946","1.38925044778224","103.899527879229"
"173",547529,"BOWEN SECONDARY SCHOOL","http://www.bowensec.moe.edu.sg","2    LORONG NAPIRI","63859466","BOWEN_SS@MOE.EDU.SG","HOUGANG MRT, SERANGOON MRT, SENGKANG MRT","43, 70, 73, 103, 109, 156, 854, 25, 74, 74E, 76, 112, 132, 147, 165, 55","HOUGANG","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","BOWEN SECONDARY SCHOOL","2","LORONG NAPIRI","BOWEN SECONDARY SCHOOL","2 LORONG NAPIRI BOWEN SECONDARY SCHOOL SINGAPORE 547529","32934.6156324307","39153.0014795549","1.37035994436209","103.877659577677"
"174",548595,"CHIJ ST. JOSEPH'S CONVENT","http://www.chijstjosephsconvent.moe.edu.sg","62   SENGKANG EAST WAY","64897580","CHIJSJCS@MOE.EDU.SG","SENGKANG MRT","50, 82, 86, 88, 119, 136","SENG KANG","NORTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","CHIJ SAINT JOSEPH'S CONVENT","62","SENGKANG EAST WAY","CHIJ SAINT JOSEPH'S CONVENT","62 SENGKANG EAST WAY CHIJ SAINT JOSEPH'S CONVENT SINGAPORE 548595","35695.0897989292","41518.518049065","1.39175222260369","103.902464991543"
"175",555855,"ROSYTH SCHOOL","https://www.rosyth.moe.edu.sg","21   Serangoon North Avenue 4","64812273","rosyth_sch@schools.gov.sg","Ang Mo Kio, Serangoon","73, 315, 116","SERANGOON","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","Yes","No","Chinese","Malay","Tamil","KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD","21","SERANGOON NORTH AVENUE 4","KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD","21 SERANGOON NORTH AVENUE 4 KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD SINGAPORE 555855","32613.2254595151","39429.2584868576","1.3728583654058","103.87477170399"
"176",555889,"SERANGOON GARDEN SECONDARY SCHOOL","http://www.sgs.edu.sg","21   SERANGOON NORTH AVENUE 1","62889227","sgss@moe.edu.sg","SERANGOON MRT, ANG MO KIO MRT","25, 55, 73, 74, 74e, 76, 132, 165, 315","SERANGOON","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","SERANGOON GARDEN SECONDARY SCHOOL","21","SERANGOON NORTH AVENUE 1","SERANGOON GARDEN SECONDARY SCHOOL","21 SERANGOON NORTH AVENUE 1 SERANGOON GARDEN SECONDARY SCHOOL SINGAPORE 555889","32000.9924708903","39038.6248832196","1.36932570490947","103.869270301476"
"177",556094,"PEICAI SECONDARY SCHOOL","http://www.peicaisec.moe.edu.sg","10   SERANGOON AVENUE 4","62884159","peicai_ss@moe.edu.sg","SERANGOON MRT","22, 24, 43, 53, 70, 76, 103, 109, 116, 147, 156, 315, 317, 853","SERANGOON","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","PEICAI SECONDARY SCHOOL","10","SERANGOON AVENUE 4","PEICAI SECONDARY SCHOOL","10 SERANGOON AVENUE 4 PEICAI SECONDARY SCHOOL SINGAPORE 556094","32083.411887873","37953.9001634661","1.35951583222214","103.870010749055"
"178",556095,"ZHONGHUA PRIMARY SCHOOL","http://www.zhonghuapri.moe.edu.sg","12   SERANGOON AVENUE 4","62835413","zhonghua_ps@moe.edu.sg","Ang Mo Kio MRT, Bishan MRT, Serangoon MRT","Boundary Road: 22,24,53,105,156,315,853,501,502 Yio Chu Kang Road: 70,76,103,147,156,501,502","SERANGOON","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","LEARNING STUDIO BY ZENITANT (ZHONGHUA PRIMARY SCHOOL)","12","SERANGOON AVENUE 4","LEARNING STUDIO BY ZENITANT (ZHONGHUA PRIMARY SCHOOL)","12 SERANGOON AVENUE 4 LEARNING STUDIO BY ZENITANT (ZHONGHUA PRIMARY SCHOOL) SINGAPORE 556095","32050.2209249679","38036.2660969216","1.36026072476019","103.869712517383"
"179",556108,"YANGZHENG PRIMARY SCHOOL","http://www.yangzhengpri.moe.edu.sg/","15   SERANGOON AVENUE 3","62846298","YZPS@MOE.EDU.SG","Serangoon Station","58 & 105 (Outside the school, Serangoon Ave 3) 133 & 135(Serangoon Ave 2)","SERANGOON","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","BIG HEART STUDENT CARE @ YANGZHENG","15","SERANGOON AVENUE 3","BIG HEART STUDENT CARE @ YANGZHENG","15 SERANGOON AVENUE 3 BIG HEART STUDENT CARE @ YANGZHENG SINGAPORE 556108","31911.6418975126","36788.5459239464","1.3489768083841","103.868467129954"
"180",556111,"NANYANG JUNIOR COLLEGE","http://www.nanyangjc.moe.edu.sg/","128  SERANGOON AVENUE 3","62842281","nyjc@moe.edu.sg","2-minute walk from the Lorong Chuan MRT Station (Circle Line)","22, 24, 53, 73, 133, 105, 135, 136, 156, 853","SERANGOON","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","FULL DAY","JUNIOR COLLEGE","No","No","No","No","na","na","na","NANYANG JUNIOR COLLEGE","128","SERANGOON AVENUE 3","NANYANG JUNIOR COLLEGE","128 SERANGOON AVENUE 3 NANYANG JUNIOR COLLEGE SINGAPORE 556111","31692.5780312549","36932.9914012011","1.35028314949236","103.866498721912"
"181",556123,"ZHONGHUA SECONDARY SCHOOL","http://www.zhonghuasec.moe.edu.sg","13   SERANGOON AVENUE 3","62824339","ZHONGHUA_SS@MOE.EDU.SG","SERANGOON MRT","22, 43, 45, 53, 58, 70, 81, 82, 100, 101, 103, 105, 107, 109, 133, 135, 147, 153, 158, 315, 317, 853","SERANGOON","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","na","ZHONGHUA SECONDARY SCHOOL","13","SERANGOON AVENUE 3","ZHONGHUA SECONDARY SCHOOL","13 SERANGOON AVENUE 3 ZHONGHUA SECONDARY SCHOOL SINGAPORE 556123","32018.8531237943","36725.5640310161","1.34840720846208","103.869430481414"
"182",556140,"ST. GABRIEL'S SECONDARY SCHOOL","http://www.stgabrielssec.moe.edu.sg","24   SERANGOON AVENUE 1","62889470","STGSS@MOE.EDU.SG","SERANGOON MRT","158","SERANGOON","SOUTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","SAINT GABRIEL'S SECONDARY SCHOOL","24","SERANGOON AVENUE 1","SAINT GABRIEL'S SECONDARY SCHOOL","24 SERANGOON AVENUE 1 SAINT GABRIEL'S SECONDARY SCHOOL SINGAPORE 556140","32760.4506575912","36513.3583147768","1.34648798732177","103.876094163287"
"183",556742,"ST. GABRIEL'S PRIMARY SCHOOL","http://www.stgabrielspri.moe.edu.sg","220  Lorong Chuan","62803628","STGPS@MOE.EDU.SG","Lor Chuan MRT Station (Circle Line)","73, 105, 159","SERANGOON","SOUTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","MORNING STAR COMMUNITY SERVICES (SGPS)","220","LORONG CHUAN","MORNING STAR COMMUNITY SERVICES (SGPS)","220 LORONG CHUAN MORNING STAR COMMUNITY SERVICES (SGPS) SINGAPORE 556742","31226.4103413029","36825.1216646656","1.34930766795555","103.862309899986"
"184",558979,"CHIJ OUR LADY OF GOOD COUNSEL","http://www.chijourladyofgoodcounsel.moe.edu.sg","2C   Burghley Drive","62886930","chijolgcs@moe.edu.sg","Ang Mo Kio MRT, Bishan MRT, Serangoon MRT station.","317 Feeder Bus Service from Serangoon Interchange. 135,136 from Ang Mo Kio Interchange.","SERANGOON","SOUTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","CHIJ OUR LADY OF GOOD COUNSEL","2C","BURGHLEY DRIVE","CHIJ OUR LADY OF GOOD COUNSEL","2C BURGHLEY DRIVE CHIJ OUR LADY OF GOOD COUNSEL SINGAPORE 558979","31415.5340866428","37723.1973494291","1.35742952269615","103.864009397373"
"185",569206,"ANDERSON SECONDARY SCHOOL","http://www.andersonsec.moe.edu.sg","10   ANG MO KIO STREET 53","64598303","anderson_ss@moe.edu.sg","ANG MO KIO MRT, YIO CHU KANG MRT","265, 548, 45, 50, 72","ANG MO KIO","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil","ANDERSON SECONDARY SCHOOL","10","ANG MO KIO STREET 53","ANDERSON SECONDARY SCHOOL","10 ANG MO KIO STREET 53 ANDERSON SECONDARY SCHOOL SINGAPORE 569206","30029.3897069497","39593.0597646087","1.37434001701177","103.851554107068"
"186",569228,"JING SHAN PRIMARY SCHOOL","http://www.jingshanpri.moe.edu.sg","5    ANG MO KIO ST 52","64566305","jsps@moe.edu.sg","Ang Mo Kio MRT","Bus 265","ANG MO KIO","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","MOE KINDERGARTEN @ JING SHAN","5","ANG MO KIO STREET 52","MOE KINDERGARTEN @ JING SHAN","5 ANG MO KIO STREET 52 MOE KINDERGARTEN @ JING SHAN SINGAPORE 569228","30053.750893645","39288.3174064904","1.37158403448249","103.851772988755"
"187",569277,"DEYI SECONDARY SCHOOL","http://www.deyisec.moe.edu.sg","1    ANG MO KIO STREET 42","64561565","DEYI_SS@MOE.EDU.SG","ANG MO KIO MRT","22, 24, 25, 45, 50, 55, 73, 74, 76, 88, 132, 135, 159, 162, 165, 261, 262, 268, 652, 853","ANG MO KIO","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","DEYI SECONDARY SCHOOL","1","ANG MO KIO STREET 42","DEYI SECONDARY SCHOOL","1 ANG MO KIO STREET 42 DEYI SECONDARY SCHOOL SINGAPORE 569277","30139.7572483057","38670.5350554623","1.36599702567717","103.852545772422"
"188",569299,"TECK GHEE PRIMARY SCHOOL","http://www.teckgheepri.moe.edu.sg","1    ANG MO KIO STREET 32","64548769","tgps@moe.edu.sg","Ang Mo Kio & Bishan","22,24,135,853,162,262,159","ANG MO KIO","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","NASCANS @ TECK GHEE","1","ANG MO KIO STREET 32","NASCANS @ TECK GHEE","1 ANG MO KIO STREET 32 NASCANS @ TECK GHEE SINGAPORE 569299","29968.822170008","38632.1819182038","1.36565018546903","103.851009800453"
"189",569362,"ANG MO KIO SECONDARY SCHOOL","http://www.angmokiosec.moe.edu.sg","6    ANG MO KIO STREET 22","64548605","AMKSS@MOE.EDU.SG","ANG MO KIO MRT","13, 74, 76, 88, 130, 132, 133, 136, 165, 169, 265, 268, 269, 851, 852","ANG MO KIO","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","ANG MO KIO SECONDARY SCHOOL","6","ANG MO KIO STREET 22","ANG MO KIO SECONDARY SCHOOL","6 ANG MO KIO STREET 22 ANG MO KIO SECONDARY SCHOOL SINGAPORE 569362","28983.3847605418","38818.7070966065","1.36733710171069","103.842154973672"
"190",569384,"MAYFLOWER SECONDARY SCHOOL","http://www.mayflowersec.moe.edu.sg","2    ANG MO KIO STREET 21","64577783","MAYFLOWER_SS@MOE.EDU.SG","ANG MO KIO MRT, MAYFLOWER MRT (Targeted to open in 2020)","71, 76, 132, 165, 166, 169, 262, 265, 268, 269","ANG MO KIO","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","MAYFLOWER SECONDARY SCHOOL","2","ANG MO KIO STREET 21","MAYFLOWER SECONDARY SCHOOL","2 ANG MO KIO STREET 21 MAYFLOWER SECONDARY SCHOOL SINGAPORE 569384","28227.2664945051","38922.1548925955","1.36827266209722","103.835360726863"
"191",569405,"CHIJ ST. NICHOLAS GIRLS' SCHOOL","http://www.chijstnicholasgirls.moe.edu.sg","501  ANG MO KIO STREET 13","63541839 (Secondary)","chijsng_sec@moe.edu.sg","ANG MO KIO MRT, YIO CHU KANG MRT, MAYFLOWER MRT (End 2021)","76, 265, 268, 269","ANG MO KIO","NORTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","MIXED LEVELS","Yes","Yes","No","Yes","Chinese","na","na","CHIJ SAINT NICHOLAS GIRLS' SCHOOL","501","ANG MO KIO STREET 13","CHIJ SAINT NICHOLAS GIRLS' SCHOOL","501 ANG MO KIO STREET 13 CHIJ SAINT NICHOLAS GIRLS' SCHOOL SINGAPORE 569405","28104.0195931299","39497.6106162649","1.37347687878916","103.834253269436"
"192",569730,"TOWNSVILLE PRIMARY SCHOOL","http://www.townsvillepri.moe.edu.sg/","3    ANG MO KIO AVE 10","64574345","TOWNSVILLEPS@MOE.EDU.SG","Bishan MRT, Ang Mo Kio MRT Stations","45, 50, 55, 261, 548, 22, 24, 128, 135, 159, 162, 162M, 262, 853","ANG MO KIO","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","PRO-TEACH SCHOOLCARE (TOWNSVILLE) LLP","3","ANG MO KIO AVENUE 10","PRO-TEACH SCHOOLCARE (TOWNSVILLE) LLP","3 ANG MO KIO AVENUE 10 PRO-TEACH SCHOOLCARE (TOWNSVILLE) LLP SINGAPORE 569730","30275.8929835791","38001.4992617127","1.35994649477568","103.853768994775"
"193",569785,"ANDERSON PRIMARY SCHOOL","http://www.andersonpri.moe.edu.sg","19   ANG MO KIO AVE 9","64560340","anderson_ps@moe.edu.sg","Yio Chu Kang MRT Station","Ang Mo Kio Ave 9 - Bus 76, 265, 268","ANG MO KIO","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","ALPHAJOY STUDENT CARE CENTRE (ANDERSON PRIMARY)","19","ANG MO KIO AVENUE 9","ALPHAJOY STUDENT CARE CENTRE (ANDERSON PRIMARY)","19 ANG MO KIO AVENUE 9 ALPHAJOY STUDENT CARE CENTRE (ANDERSON PRIMARY) SINGAPORE 569785","28900.6627847943","40683.2561488524","1.38419941907925","103.841411716006"
"194",569843,"ANDERSON SERANGOON JUNIOR COLLEGE","www.asrjc.moe.edu.sg","4500 ANG MO KIO AVENUE 6","64596822","asrjc@moe.edu.sg","Yio Chu Kang MRT Station","13, 45, 86, 162, 269, 825, 851, 852, 853, 860","ANG MO KIO","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","FULL DAY","JUNIOR COLLEGE","No","No","No","No","Chinese","Malay","Tamil","ANDERSON SERANGOON JUNIOR COLLEGE","4500","ANG MO KIO AVENUE 6","ANDERSON SERANGOON JUNIOR COLLEGE","4500 ANG MO KIO AVENUE 6 ANDERSON SERANGOON JUNIOR COLLEGE SINGAPORE 569843","29384.6783545613","40102.1495742314","1.37894408046934","103.845760935132"
"195",569845,"PRESBYTERIAN HIGH SCHOOL","http://www.presbyterian.moe.edu.sg","5209 ANG MO KIO AVENUE 6","64543722","presbyterian@moe.edu.sg","YIO CHU KANG MRT","45, 70, 70M, 71, 76, 86, 668, 851, 851e, 852, 853","ANG MO KIO","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","ANG MO KIO PRESBYTERIAN CHURCH","5209","ANG MO KIO AVENUE 6","ANG MO KIO PRESBYTERIAN CHURCH","5209 ANG MO KIO AVENUE 6 ANG MO KIO PRESBYTERIAN CHURCH SINGAPORE 569845","29008.7518431395","40412.8958896007","1.38175437421949","103.842382968794"
"196",569868,"YIO CHU KANG SECONDARY SCHOOL","http://www.yiochukangsec.moe.edu.sg","3063 ANG MO KIO AVENUE 5","64560669","yckss@moe.edu.sg","YIO CHU KANG MRT","13, 45, 86, 138, 162, 269, 851, 852, 853","ANG MO KIO","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","YIO CHU KANG SECONDARY SCHOOL","3063","ANG MO KIO AVENUE 5","YIO CHU KANG SECONDARY SCHOOL","3063 ANG MO KIO AVENUE 5 YIO CHU KANG SECONDARY SCHOOL SINGAPORE 569868","28981.3761166064","39995.0998579115","1.37797597740925","103.84213696352"
"197",569920,"ANG MO KIO PRIMARY SCHOOL","http://www.angmokiopri.moe.edu.sg","20   ANG MO KIO AVENUE 3","64520794","AMKPS@MOE.EDU.SG","Ang Mo Kio MRT Station","76,132,165,166,169,200,000,000","ANG MO KIO","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","MOE KINDERGARTEN @ ANG MO KIO","20","ANG MO KIO AVENUE 3","MOE KINDERGARTEN @ ANG MO KIO","20 ANG MO KIO AVENUE 3 MOE KINDERGARTEN @ ANG MO KIO SINGAPORE 569920","28710.7679020325","38969.8104103636","1.36870363392975","103.839705325534"
"198",569948,"MAYFLOWER PRIMARY SCHOOL","http://www.mayflowerpri.moe.edu.sg","6    Ang Mo Kio Avenue 2","64520849","MAYFLOWER_PS@MOE.EDU.SG","Yio Chu Kang MRT Station.","13,86,138,162,269,851,852,853.","ANG MO KIO","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","MAYFLOWER PRIMARY SCHOOL (JAN 2019 - DEC 2021)","6","ANG MO KIO AVENUE 2","MAYFLOWER PRIMARY SCHOOL (JAN 2019 - DEC 2021)","6 ANG MO KIO AVENUE 2 MAYFLOWER PRIMARY SCHOOL (JAN 2019 - DEC 2021) SINGAPORE 569948","28276.7353066411","39792.7725521773","1.37614621670476","103.835805246743"
"199",573838,"EUNOIA JUNIOR COLLEGE","http://www.eunoiajc.moe.edu.sg","2    Sin Ming Place","63518388","eunoiajc@moe.edu.sg","Bishan MRT Station, Marymount MRT Station, Ang Mo Kio MRT Station","13, 52, 74, 88, 130, 410G, 410W, 851, 852","BISHAN","NORTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","FULL DAY","JUNIOR COLLEGE","No","No","No","Yes","Chinese","Malay","Tamil","EUNOIA JUNIOR COLLEGE","2","SIN MING PLACE","EUNOIA JUNIOR COLLEGE","2 SIN MING PLACE EUNOIA JUNIOR COLLEGE SINGAPORE 573838","28886.6991347941","38243.7692278698","1.36213757183547","103.841286169122"
"200",575566,"PEIRCE SECONDARY SCHOOL","http://www.peircesec.moe.edu.sg","10   SIN MING WALK","64576454","PEIRCE_SS@MOE.EDU.SG","ANG MO KIO MRT, BISHAN MRT, MARYMOUNT MRT, BRIGHT HILL MRT (target opening in Q3, 2021)","52, 132, 162, 163, 165, 166, 167, 410, 855, 980","BISHAN","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","PEIRCE SECONDARY SCHOOL","10","SIN MING WALK","PEIRCE SECONDARY SCHOOL","10 SIN MING WALK PEIRCE SECONDARY SCHOOL SINGAPORE 575566","27654.7276661592","38743.7738600355","1.36665944653812","103.83021606804"
"201",575954,"RAFFLES INSTITUTION","http://www.ri.edu.sg","1    RAFFLES INSTITUTION LANE","64199242","comms@ri.edu.sg","BISHAN MRT, MARYMOUNT MRT","410,13,50,52,53,54,55,56,57,58,59,71,74,88,93,128,130,132,156,157,162,163,165,166,167,851,852,855,980","BISHAN","SOUTH","INDEPENDENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","MIXED LEVELS","No","No","Yes","Yes","Chinese","Malay","Tamil","RAFFLES INSTITUTION","1","RAFFLES INSTITUTION LANE","RAFFLES INSTITUTION","1 RAFFLES INSTITUTION LANE RAFFLES INSTITUTION SINGAPORE 575954","29397.4034992037","36480.122403916","1.34618775847486","103.845875110532"
"202",579646,"AI TONG SCHOOL","http://www.aitong.moe.edu.sg","100  Bright Hill Drive","64547672","AITONG_SCH@MOE.EDU.SG","Bishan MRT","410, 162, 52","BISHAN","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","No","No","Chinese","na","na","AI TONG SCHOOL","100","BRIGHT HILL DRIVE","AI TONG SCHOOL","100 BRIGHT HILL DRIVE AI TONG SCHOOL SINGAPORE 579646","27966.8088298785","38071.9191181567","1.3605834338904","103.833020333986"
"203",579747,"WHITLEY SECONDARY SCHOOL","http://www.whitleysec.moe.edu.sg","30   BISHAN STREET 24","64561336","WHITLEY_SS@MOE.EDU.SG","BISHAN MRT, MARYMOUNT MRT","13, 52, 54, 74, 74E, 88, 162, 162M,  588, 410, 851, 852","BISHAN","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","WHITLEY SECONDARY SCHOOL","30","BISHAN STREET 24","WHITLEY SECONDARY SCHOOL","30 BISHAN STREET 24 WHITLEY SECONDARY SCHOOL SINGAPORE 579747","29027.6163034551","37460.2926999275","1.35505208480649","103.842552378136"
"204",579767,"CATHOLIC HIGH SCHOOL","http://www.catholichigh.moe.edu.sg","9    BISHAN STREET 22","64582177 (Secondary)","chs@moe.edu.sg","BISHAN MRT","13, 52, 54, 88, 156, 162, 162M, 410","BISHAN","NORTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","MIXED LEVELS","Yes","Yes","Yes","Yes","Chinese","na","na","CATHOLIC HIGH SCHOOL","9","BISHAN STREET 22","CATHOLIC HIGH SCHOOL","9 BISHAN STREET 22 CATHOLIC HIGH SCHOOL SINGAPORE 579767","29286.0617525242","37423.9135497604","1.3547230747166","103.844874676599"
"205",579793,"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","http://www.kuochuanpresbyterianpri.moe.edu.sg","8    BISHAN STREET 13","62595396","KCPPS@MOE.EDU.SG","Bishan MRT Station","54, 56, 410, 410G","BISHAN","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","8","BISHAN STREET 13","KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","8 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL SINGAPORE 579793","30414.9291181238","36835.1167885177","1.34939813669536","103.855018233311"
"206",579795,"KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL","http://www.kuochuanpresbyteriansec.moe.edu.sg","10   BISHAN STREET 13","62593811","kcpss@moe.edu.sg","BISHAN MRT","54, 56, 410G, 410W","BISHAN","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL","10","BISHAN STREET 13","KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL","10 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL SINGAPORE 579795","30411.0903508216","36920.6091322787","1.35017129930314","103.854983746416"
"207",579806,"GUANGYANG PRIMARY SCHOOL","http://www.guangyangpri.moe.edu.sg","6    Bishan Street 12","62580455","GYPS@MOE.EDU.SG","Bishan MRT","13,52,54,55,56,57,59,88,93,156,157,163,410","BISHAN","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","GUANGYANG PRIMARY SCHOOL","6","BISHAN STREET 12","GUANGYANG PRIMARY SCHOOL","6 BISHAN STREET 12 GUANGYANG PRIMARY SCHOOL SINGAPORE 579806","29795.6102129035","36425.0979033671","1.34569011530238","103.849453239895"
"208",579807,"GUANGYANG SECONDARY SCHOOL","http://guangyangsec.moe.edu.sg","8    BISHAN STREET 12","62589781","gyss@moe.edu.sg","BISHAN MRT","13, 56, 57, 59, 71, 88, 93, 157, 163, 410","BISHAN","SOUTH","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","GUANGYANG SECONDARY SCHOOL","8","BISHAN STREET 12","GUANGYANG SECONDARY SCHOOL","8 BISHAN STREET 12 GUANGYANG SECONDARY SCHOOL SINGAPORE 579807","29879.7115914728","36283.3906797953","1.34440856042912","103.850208933626"
"209",597610,"PEI HWA PRESBYTERIAN PRIMARY SCHOOL","http://www.peihwapresbyterianpri.moe.edu.sg/","7    PEI WAH AVENUE","64663787","phpps@moe.edu.sg","Beauty World","970, 852, 174, 173, 157, 77, 61","BUKIT TIMAH","WEST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","DOUBLE SESSION","PRIMARY","Yes","No","No","No","Chinese","na","na","ACE @ WORK ENRICHMENT PTE LTD (PEI HWA PRESBYTERIAN PRIMARY)","7","PEI WAH AVENUE","ACE @ WORK ENRICHMENT PTE LTD (PEI HWA PRESBYTERIAN PRIMARY)","7 PEI WAH AVENUE ACE @ WORK ENRICHMENT PTE LTD (PEI HWA PRESBYTERIAN PRIMARY) SINGAPORE 597610","21648.9750402756","35582.9065720346","1.33807302121151","103.776250903095"
